UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   55298   Words
   46644   Misrecognized
   15.65%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       9        9     0.00   iite
      34       31     8.82   ija
       9        9     0.00   ijandes
      18       17     5.56   ijas
      18       17     5.56   ije
       9        9     0.00   ijsame
       9        9     0.00   illa
      18       17     5.56   inbilla
       9        8    11.11   inbillning
       9        9     0.00   inbyggare
       9        9     0.00   infinna
       8        7    12.50   inga
      44       40     9.09   ingen
       9        9     0.00   inhã
       9        9     0.00   inkomma
       9        9     0.00   inkomster
       9        9     0.00   inlã
       9        9     0.00   innebã
      17       15    11.76   innom
       7        6    14.29   inrita
      18       17     5.56   inrã
       9        9     0.00   insikt
       9        9     0.00   inspector
       9        9     0.00   inspectorer
       1        1     0.00   insã
       9        9     0.00   intaga
       8        7    12.50   inte
       7        7     0.00   interessen
     389      333    14.40   intet
       9        8    11.11   intrigue
       8        8     0.00   iska
      36       32    11.11   ja
    1022      783    23.39   jag
      17       16     5.88   jaga
       9        8    11.11   jakade
       8        8     0.00   jalousien
       9        9     0.00   januarii
       8        8     0.00   jas
       8        7    12.50   jo
       9        8    11.11   jord
       9        8    11.11   jorden
      36       35     2.78   ju
       9        9     0.00   judice
       9        9     0.00   juhl
       9        9     0.00   jungfrur
       9        8    11.11   jupiter
      19       19     0.00   jã
      65       57    12.31   k
      18       13    27.78   ka
       8        7    12.50   kad
      17       16     5.88   kade
       8        8     0.00   kall
      50       45    10.00   kalla
       8        8     0.00   kallade
      17       16     5.88   kallas
     264      225    14.77   kan
       9        8    11.11   kande
       9        9     0.00   kanske
       9        9     0.00   kanskie
      17       15    11.76   kare
       8        7    12.50   karl
      35       33     5.71   karlar
      27       24    11.11   kat
       9        9     0.00   kedom
       9        8    11.11   ker
       9        9     0.00   kerman
       1        0   100.00   kert
       8        7    12.50   ket
       9        7    22.22   kiã
       9        9     0.00   kladdrã
       8        8     0.00   klanget
       9        8    11.11   klappade
      18       16    11.11   klart
       9        8    11.11   klenare
       8        7    12.50   klinga
       9        9     0.00   klistrad
       9        9     0.00   kloka
       9        9     0.00   klokt
      27       24    11.11   klã
       1        0   100.00   kna
      53       49     7.55   knapt
       9        9     0.00   knar
       9        8    11.11   knare
       9        8    11.11   kning
       9        8    11.11   knã
      17       15    11.76   kom
      36       34     5.56   komma
       9        8    11.11   kommer
      18       18     0.00   kommit
       7        7     0.00   konst
       9        9     0.00   konstiga
       9        9     0.00   konstigt
      18       17     5.56   kort
       9        8    11.11   korta
       9        9     0.00   kostbart
      17       14    17.65   kra
      18       17     5.56   kram
       9        9     0.00   krigsbuss
       9        9     0.00   krigsbussar
       9        9     0.00   kringsprider
       9        8    11.11   kropp
       9        9     0.00   krubba
       9        9     0.00   krypande
      26       23    11.54   krã
       9        8    11.11   ktar
       9        9     0.00   ktelse
       9        8    11.11   ktet
       9        9     0.00   ktets
      18       17     5.56   ktig
      44       40     9.09   kunde
     125      118     5.60   kunna
       7        7     0.00   kunne
      17       17     0.00   kunskap
       8        8     0.00   kutsk
       8        8     0.00   kutsken
       9        8    11.11   kwã
       7        7     0.00   kyrckio
      16       14    12.50   kyrkan
       9        9     0.00   kyssa
       9        9     0.00   kyste
     204      174    14.71   kã
     238      178    25.21   l
       9        9     0.00   la
       9        8    11.11   lade
       9        9     0.00   lades
      27       25     7.41   lag
       9        9     0.00   laga
       8        7    12.50   laget
       9        9     0.00   lagsã
       9        8    11.11   lagt
       1        1     0.00   lamb
       9        9     0.00   land
      45       42     6.67   landet
       9        9     0.00   landz
       9        9     0.00   landzens
       9        8    11.11   lapp
       9        9     0.00   lappri
       8        7    12.50   laquajerne
      14       14     0.00   last
      17       16     5.88   ld
       9        8    11.11   lder
      18       16    11.11   ldrar
       9        8    11.11   ldren
       9        9     0.00   ldsammaste
      16       14    12.50   ldughet
      45       41     8.89   ledes
       9        8    11.11   ledt
       9        9     0.00   lefwa
      17       16     5.88   lefwer
      17       15    11.76   lefwerne
       9        9     0.00   lefwernets
       9        9     0.00   lek
       9        8    11.11   lekte
       9        8    11.11   lfften
       9        9     0.00   lfwesot
      18       15    16.67   lfã
       9        9     0.00   lhetz
      25       22    12.00   lida
      18       17     5.56   lidas
       9        9     0.00   liderliga
       9        8    11.11   lif
       9        9     0.00   liflig
       9        8    11.11   liga
       9        8    11.11   ligen
       9        8    11.11   lik
      52       46    11.54   lika
       7        7     0.00   liknade
      18       17     5.56   liknar
      26       26     0.00   liksom
      17       16     5.88   lilla
       9        8    11.11   lita
      18       16    11.11   liten
      25       22    12.00   litet
      18       17     5.56   liuga
      18       17     5.56   ll
      70       63    10.00   lla
      18       16    11.11   llan
      18       16    11.11   llande
       9        9     0.00   llandes
      18       16    11.11   llare
       9        8    11.11   llas
      36       31    13.89   lle
       9        8    11.11   llen
      26       22    15.38   ller
      17       15    11.76   llet
      27       26     3.70   llia
       8        7    12.50   lliande
       9        8    11.11   llighet
       9        8    11.11   llit
       9        8    11.11   llne
       8        8     0.00   llsamma
       9        8    11.11   lmar
       9        8    11.11   lmã
       9        9     0.00   log
       9        9     0.00   london
       8        7    12.50   lopp
       9        8    11.11   ls
       9        9     0.00   lsade
       8        8     0.00   lsat
       9        9     0.00   lsefolk
       9        9     0.00   lsiuk
       9        9     0.00   lskad
       9        9     0.00   lskade
      16       16     0.00   lskar
       9        9     0.00   lskas
       8        8     0.00   lsningar
       9        9     0.00   lstã
       9        8    11.11   lta
       9        8    11.11   ltaligheten
       9        9     0.00   lufften
       8        7    12.50   lunda
       9        8    11.11   lupo
       9        9     0.00   lurendreyerie
      24       24     0.00   lust
       1        1     0.00   luste
       8        7    12.50   lycka
      26       26     0.00   lyckan
      18       18     0.00   lyckelig
       9        9     0.00   lyckeligit
       8        8     0.00   lycklig
       9        8    11.11   lyder
       8        7    12.50   lydig
       9        9     0.00   lyssna
       9        9     0.00   lyssnandet
     516      379    26.55   lã
      36       31    13.89   m
      28       25    10.71   ma
       9        9     0.00   macht
       9        8    11.11   mackt
       9        8    11.11   madame
       9        8    11.11   madamer
       9        9     0.00   mager
       9        9     0.00   magister
       8        8     0.00   makalã
       9        9     0.00   mammas
       8        8     0.00   manliga
       9        9     0.00   mans
       9        9     0.00   mantel
       9        9     0.00   manufacturer
       9        9     0.00   manufacturernes
       9        9     0.00   manufacturist
       9        8    11.11   materier
       8        8     0.00   matmoder
       9        9     0.00   matrikelens
       9        9     0.00   mbde
       1        1     0.00   mbetzman
      16       15     6.25   md
      25       21    16.00   mde
     574      481    16.20   med
       9        8    11.11   medan
       8        7    12.50   meddela
       9        9     0.00   medel
       9        8    11.11   medelmã
       9        9     0.00   medlertid
     300      259    13.67   men
      18       18     0.00   mena
       9        8    11.11   menar
      42       40     4.76   mening
      10        8    20.00   menlã
       9        9     0.00   menniskia
       7        7     0.00   menniskian
       7        7     0.00   menniskias
       9        9     0.00   menniskio
       7        7     0.00   menniskliga
       8        7    12.50   mente
       9        9     0.00   menã
      43       40     6.98   mer
      43       41     4.65   mera
      18       17     5.56   met
       9        8    11.11   methode
       9        9     0.00   microscop
     354      302    14.69   mig
       8        7    12.50   milda
     278      251     9.71   min
      34       31     8.82   mina
      43       40     6.98   mindre
       9        8    11.11   mine
       9        9     0.00   ministeren
       9        9     0.00   ministrer
       8        7    12.50   minna
       9        8    11.11   minnas
       8        7    12.50   mins
      27       27     0.00   minsta
       1        1     0.00   mint
       7        7     0.00   missbruk
       9        9     0.00   misshagade
       9        9     0.00   misstrã
      80       72    10.00   mitt
      34       32     5.88   mma
       9        8    11.11   mmande
       8        8     0.00   mmas
       9        8    11.11   mmen
       9        8    11.11   mn
       9        9     0.00   mnar
