UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   53955   Words
   34071   Misrecognized
   36.85%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       4        3    25.00   blotta
       2        2     0.00   bly
       1        1     0.00   blyas
       1        1     0.00   blyga
       1        0   100.00   blygd
       1        0   100.00   blygdes
       1        0   100.00   blygsel
       1        1     0.00   blygslen
      17       11    35.29   blã
       7        5    28.57   bo
       1        1     0.00   boar
       2        1    50.00   bod
       2        1    50.00   bodde
       1        0   100.00   boden
       1        0   100.00   bodt
       1        1     0.00   boende
       1        0   100.00   boileaus
       6        5    16.67   bok
       1        1     0.00   bokdommare
       1        0   100.00   boken
       1        1     0.00   bokflit
       1        1     0.00   bokfrã
       2        2     0.00   bokhã
       2        2     0.00   boklã
       1        1     0.00   bokstafwen
       1        1     0.00   boktryckaren
       1        1     0.00   bokwett
       1        0   100.00   bolster
       1        1     0.00   bonad
       1        0   100.00   bond
       3        1    66.67   bonde
       3        1    66.67   boning
       1        1     0.00   boningar
       1        0   100.00   bonings
       5        3    40.00   boo
       6        2    66.67   bor
       8        5    37.50   bord
      10        6    40.00   borde
       1        0   100.00   borden
       1        1     0.00   bordet
       1        1     0.00   bordheder
       1        1     0.00   bordlã
       1        0   100.00   bordt
       1        1     0.00   bordã
       1        1     0.00   borgar
      10        6    40.00   borgare
       1        1     0.00   borgares
       1        1     0.00   borgarhiort
       1        1     0.00   borgarne
       1        1     0.00   borgerlig
       1        1     0.00   borgerskap
       1        1     0.00   borgerskapet
      23       13    43.48   bort
       3        2    33.33   borta
       1        1     0.00   bortjaga
       1        1     0.00   bortlade
       4        4     0.00   bortskiã
       1        1     0.00   bortslã
       1        0   100.00   borttappad
       1        1     0.00   borttappade
       2        1    50.00   bortã
       1        1     0.00   boskapen
       2        0   100.00   bota
       1        1     0.00   botandes
       1        0   100.00   botas
       1        1     0.00   botivid
       2        1    50.00   bottnen
       1        0   100.00   bourdeaux
       1        0   100.00   bouteillen
       1        1     0.00   bra
       1        1     0.00   bracht
       1        1     0.00   brackt
       5        4    20.00   brackte
       1        1     0.00   bracktes
       3        3     0.00   braf
       2        1    50.00   bragd
       1        0   100.00   brakande
       1        1     0.00   braket
       2        2     0.00   brakte
       1        0   100.00   brand
       1        1     0.00   braskande
       1        1     0.00   braverade
       1        1     0.00   bravourer
       1        1     0.00   bredaste
       1        1     0.00   brede
       4        4     0.00   bredewid
       1        0   100.00   bredt
      22       15    31.82   bref
       1        1     0.00   brefwen
       1        1     0.00   brefwet
       3        1    66.67   bringa
       1        0   100.00   bringas
       1        1     0.00   bringens
       1        0   100.00   bringer
       3        2    33.33   brist
       1        0   100.00   brista
       1        0   100.00   brister
       1        1     0.00   brite
       2        0   100.00   bror
       4        2    50.00   brud
       7        3    57.14   bruk
      10        7    30.00   bruka
       2        0   100.00   brukade
       1        0   100.00   brukar
       4        3    25.00   brukas
       3        3     0.00   brukat
       1        1     0.00   brukeliga
       1        0   100.00   brukens
       4        2    50.00   bruket
       1        0   100.00   brukte
       1        1     0.00   bruna
       1        0   100.00   brunkeberg
       1        0   100.00   brunn
       1        1     0.00   bruten
       1        0   100.00   brutit
       2        1    50.00   bry
       1        1     0.00   brydd
       1        1     0.00   bryeri
       1        1     0.00   bryggare
       1        1     0.00   bryn
       1        1     0.00   bryniel
       1        1     0.00   brynior
       2        1    50.00   bryr
      25       16    36.00   brã
       2        2     0.00   bud
       1        1     0.00   budet
       1        0   100.00   budkaflan
       2        1    50.00   bugade
       1        1     0.00   bugar
       1        1     0.00   buk
       1        1     0.00   bukar
       1        1     0.00   buken
       2        1    50.00   buller
       1        1     0.00   bullrade
       1        1     0.00   bullret
       2        1    50.00   bunden
       2        1    50.00   bundit
       1        1     0.00   bur
       1        1     0.00   bus
       1        1     0.00   buskan
       1        1     0.00   buss
       4        4     0.00   bussar
       5        3    40.00   bygga
       1        0   100.00   byggandet
       1        1     0.00   bygger
       1        1     0.00   bygges
       3        3     0.00   byggmã
       1        0   100.00   byggnader
       2        2     0.00   byggningar
       1        1     0.00   byggs
       1        1     0.00   bygnaden
       1        1     0.00   bygnader
       1        1     0.00   bygning
       1        0   100.00   bygt
       2        1    50.00   byta
       1        0   100.00   bytet
       1        0   100.00   bytingar
       1        1     0.00   bytter
       1        0   100.00   byxorne
       2        2     0.00   byxsã
     189      123    34.92   bã
       3        2    33.33   c
       1        1     0.00   cabinet
       1        1     0.00   cabinetter
       2        1    50.00   cabinettet
       3        3     0.00   caffe
       4        3    25.00   caffã
       1        0   100.00   calabaliquen
       1        1     0.00   calami
       3        2    33.33   calculation
       1        0   100.00   calculerar
       1        1     0.00   calculerat
       1        1     0.00   calotten
       1        1     0.00   calumnia
       1        1     0.00   camererare
       2        2     0.00   cammar
       1        0   100.00   cammare
       1        1     0.00   cammartienaren
       1        1     0.00   cammerer
       1        1     0.00   camrar
       1        1     0.00   canapã
       4        2    50.00   capital
       9        8    11.11   capitaler
       1        1     0.00   capitalet
       1        1     0.00   capitel
       2        2     0.00   caracter
       1        1     0.00   caracterizerade
       1        1     0.00   caresse
       1        1     0.00   caressen
       1        1     0.00   caresser
       1        1     0.00   caritã
       2        1    50.00   carl
       1        1     0.00   carlar
       1        1     0.00   caroliner
       1        1     0.00   cartesianer
       1        1     0.00   cassa
       1        0   100.00   catones
       1        1     0.00   cattuntryckeriet
       3        3     0.00   cavailler
       1        1     0.00   cavaillerement
       2        2     0.00   cavalier
       1        1     0.00   cavallier
       1        1     0.00   cceiteter
       1        0   100.00   ceder
       1        1     0.00   cent
       1        1     0.00   ceptor
       2        2     0.00   ceres
